invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I122418,C120573,Female,38,Shoes,3,1800.51,Debit Card,23/03/2022,Istinye Park
I224021,C188307,Female,55,Clothing,1,300.08,Credit Card,7/5/2021,Metrocity
I159719,C991643,Male,35,Cosmetics,4,162.64,Debit Card,30/03/2022,Metrocity
I219113,C671908,Female,55,Shoes,1,600.17,Credit Card,18/06/2021,Viaport Outlet
I226289,C304312,Male,67,Clothing,1,300.08,Credit Card,19/04/2021,Cevahir AVM
I258341,C204500,Female,18,Food & Beverage,3,15.69,Cash,8/12/2021,Viaport Outlet
I614457,C149572,Male,56,Clothing,3,900.24,Debit Card,23/09/2021,Mall of Istanbul
I130813,C143841,Male,21,Toys,5,179.2,Cash,28/05/2022,Istinye Park
I268113,C175595,Male,68,Clothing,2,600.16,Cash,19/11/2021,Istinye Park
I247812,C260702,Female,28,Clothing,4,1200.32,Cash,21/04/2021,Emaar Square Mall
I174568,C334857,Female,49,Technology,3,3150.0,Cash,29/12/2021,Emaar Square Mall
I890667,C169284,Female,25,Clothing,1,300.08,Credit Card,5/8/2021,Mall of Istanbul
I173392,C320757,Male,47,Technology,5,5250.0,Debit Card,4/9/2022,Zorlu Center
I858783,C307870,Female,65,Shoes,3,1800.51,Credit Card,2/2/2022,Kanyon
I937841,C309165,Female,58,Clothing,1,300.08,Cash,24/02/2022,Mall of Istanbul
I543636,C158704,Female,60,Cosmetics,1,40.66,Debit Card,31/12/2022,Kanyon
I238139,C235929,Male,35,Technology,4,4200.0,Credit Card,8/8/2021,Istinye Park
I195267,C304432,Male,62,Books,2,30.3,Cash,22/12/2021,Forum Istanbul
I199756,C130303,Male,19,Clothing,1,300.08,Debit Card,31/05/2021,Mall of Istanbul
I427917,C262110,Male,43,Clothing,4,1200.32,Cash,24/09/2021,Kanyon
I263919,C261427,Male,43,Clothing,4,1200.32,Cash,17/06/2021,Emaar Square Mall
I293714,C146961,Female,58,Shoes,2,1200.34,Cash,27/09/2021,Kanyon
I145618,C472625,Female,33,Food & Beverage,1,5.23,Cash,16/12/2022,Mall of Istanbul
I327449,C101657,Female,64,Toys,2,71.68,Debit Card,10/5/2022,Mall of Istanbul
I261650,C287478,Female,38,Shoes,2,1200.34,Cash,13/10/2021,Mall of Istanbul
I852985,C182753,Female,47,Food & Beverage,5,26.15,Debit Card,19/04/2021,Metropol AVM
I226811,C290521,Female,37,Clothing,3,900.24,Cash,2/11/2021,Kanyon
I186103,C311764,Male,23,Shoes,4,2400.68,Debit Card,5/6/2021,Emaar Square Mall
I276113,C222482,Male,36,Souvenir,2,23.46,Cash,2/4/2022,Viaport Outlet
I138587,C162961,Male,18,Clothing,5,1500.4,Cash,31/08/2022,Metropol AVM
I338812,C894788,Female,52,Food & Beverage,1,5.23,Cash,5/10/2022,Metrocity
I171503,C258498,Female,31,Clothing,2,600.16,Cash,7/2/2021,Mall of Istanbul
I948427,C280362,Female,44,Clothing,1,300.08,Cash,12/3/2021,Metropol AVM
I200149,C743002,Male,21,Cosmetics,5,203.3,Cash,23/11/2022,Zorlu Center
I359321,C107516,Male,59,Clothing,4,1200.32,Debit Card,5/2/2021,Forum Istanbul
I119978,C100330,Male,42,Toys,3,107.52,Credit Card,18/07/2022,Metrocity
I737532,C227320,Male,25,Cosmetics,4,162.64,Credit Card,15/11/2022,Mall of Istanbul
I117712,C203595,Female,55,Cosmetics,2,81.32,Cash,9/7/2022,Kanyon
I279812,C314375,Female,35,Shoes,4,2400.68,Cash,13/11/2021,Viaport Outlet
I264313,C258015,Female,64,Shoes,4,2400.68,Credit Card,5/9/2022,Cevahir AVM
I211155,C189476,Female,64,Food & Beverage,2,10.46,Cash,30/04/2021,Kanyon
I232921,C165501,Male,38,Food & Beverage,2,10.46,Debit Card,3/11/2022,Forum Istanbul
I139830,C204683,Female,38,Cosmetics,4,162.64,Credit Card,28/11/2022,Emaar Square Mall
I997497,C195393,Male,37,Clothing,4,1200.32,Debit Card,22/11/2021,Forum Istanbul
I102714,C182058,Female,63,Clothing,3,900.24,Debit Card,4/3/2021,Mall of Istanbul
I178811,C667506,Male,57,Shoes,1,600.17,Credit Card,20/08/2021,Forum Istanbul
I312605,C201615,Female,47,Clothing,2,600.16,Cash,14/09/2021,Kanyon
I176947,C173650,Female,58,Clothing,2,600.16,Credit Card,14/09/2021,Cevahir AVM
I519792,C531727,Female,38,Clothing,2,600.16,Debit Card,10/2/2022,Forum Istanbul
I449650,C223164,Female,34,Food & Beverage,2,10.46,Debit Card,4/8/2021,Metrocity
I227406,C620037,Male,54,Toys,3,107.52,Debit Card,11/3/2021,Zorlu Center
I728782,C178141,Male,23,Clothing,2,600.16,Cash,25/07/2022,Metropol AVM
I214466,C206775,Male,55,Books,2,30.3,Cash,15/02/2022,Kanyon
I223760,C254541,Female,40,Clothing,4,1200.32,Cash,26/01/2021,Cevahir AVM
I206865,C315034,Female,64,Clothing,4,1200.32,Cash,20/11/2021,Cevahir AVM
I228341,C270538,Male,69,Clothing,4,1200.32,Credit Card,12/1/2023,Metropol AVM
I101263,C268120,Male,69,Food & Beverage,4,20.92,Credit Card,12/12/2022,Mall of Istanbul
I264993,C170716,Male,29,Cosmetics,4,162.64,Credit Card,26/10/2022,Emaar Square Mall
I818720,C579013,Male,19,Shoes,1,600.17,Credit Card,16/08/2022,Viaport Outlet
I532979,C228801,Female,46,Shoes,1,600.17,Debit Card,15/02/2023,Kanyon
I102652,C134226,Female,67,Clothing,1,300.08,Cash,15/08/2021,Metropol AVM
I312742,C155337,Female,36,Food & Beverage,5,26.15,Cash,5/9/2022,Kanyon
I102692,C340001,Female,65,Food & Beverage,2,10.46,Cash,25/04/2021,Mall of Istanbul
I183910,C252489,Female,61,Clothing,2,600.16,Cash,11/7/2021,Mall of Istanbul
I257599,C235386,Male,58,Toys,1,35.84,Cash,20/10/2022,Istinye Park
I211895,C741138,Female,44,Cosmetics,4,162.64,Cash,29/11/2022,Istinye Park
I443639,C247871,Male,69,Cosmetics,4,162.64,Credit Card,2/5/2022,Kanyon
I292106,C922150,Female,46,Cosmetics,5,203.3,Cash,5/6/2021,Zorlu Center
I278068,C192721,Female,19,Clothing,5,1500.4,Cash,18/05/2022,Cevahir AVM
I283763,C101131,Female,54,Toys,3,107.52,Cash,21/10/2022,Metropol AVM
I222143,C218281,Female,61,Food & Beverage,1,5.23,Credit Card,4/9/2021,Kanyon
I227863,C234935,Female,53,Souvenir,1,11.73,Credit Card,17/02/2021,Kanyon
I819374,C922897,Male,42,Clothing,4,1200.32,Cash,26/06/2022,Kanyon
I144261,C122018,Male,19,Toys,2,71.68,Credit Card,17/07/2021,Zorlu Center
I265139,C190536,Male,32,Cosmetics,1,40.66,Cash,19/05/2022,Mall of Istanbul
I140613,C186171,Male,22,Food & Beverage,4,20.92,Debit Card,18/02/2022,Kanyon
I730266,C174088,Female,57,Cosmetics,5,203.3,Credit Card,6/1/2021,Kanyon
I174652,C565663,Male,51,Cosmetics,1,40.66,Credit Card,23/10/2021,Metrocity
I107149,C146248,Male,21,Food & Beverage,2,10.46,Cash,23/01/2023,Kanyon
I282779,C135632,Female,18,Toys,3,107.52,Cash,17/02/2021,Kanyon
I330300,C326203,Male,55,Books,3,45.45,Credit Card,12/7/2021,Metrocity
I126647,C659020,Female,47,Clothing,5,1500.4,Credit Card,24/01/2022,Istinye Park
I229921,C988796,Male,51,Cosmetics,5,203.3,Cash,20/10/2021,Istinye Park
I316366,C256452,Male,50,Cosmetics,2,81.32,Credit Card,21/03/2021,Istinye Park
I786028,C860803,Male,37,Clothing,5,1500.4,Debit Card,17/12/2022,Metropol AVM
I291810,C895978,Male,48,Clothing,3,900.24,Debit Card,15/07/2021,Kanyon
I127799,C452044,Female,43,Clothing,2,600.16,Credit Card,1/3/2022,Kanyon
I895608,C408548,Female,46,Clothing,3,900.24,Credit Card,8/12/2022,Metrocity
I149756,C206174,Female,59,Shoes,5,3000.85,Credit Card,22/03/2022,Kanyon
I271124,C227551,Female,43,Cosmetics,1,40.66,Debit Card,18/12/2022,Metrocity
I337199,C228313,Female,33,Books,5,75.75,Cash,6/11/2021,Emaar Square Mall
I290533,C224953,Female,24,Books,3,45.45,Cash,23/08/2022,Kanyon
I316902,C524383,Male,59,Toys,2,71.68,Debit Card,20/02/2022,Mall of Istanbul
I888982,C779383,Female,62,Clothing,3,900.24,Cash,31/08/2022,Mall of Istanbul
I281955,C310868,Male,20,Shoes,2,1200.34,Debit Card,12/2/2021,Metrocity
I328957,C171256,Male,66,Souvenir,5,58.65,Cash,11/7/2021,Viaport Outlet
I960844,C300198,Male,45,Food & Beverage,3,15.69,Credit Card,15/10/2021,Kanyon
I267945,C339660,Female,55,Souvenir,2,23.46,Cash,26/01/2021,Forum Istanbul
I189197,C180524,Female,68,Clothing,2,600.16,Credit Card,20/11/2022,Metropol AVM
I599576,C291691,Female,35,Cosmetics,4,162.64,Debit Card,20/08/2021,Istinye Park
I262738,C110864,Female,34,Technology,3,3150.0,Cash,18/06/2022,Cevahir AVM
I336937,C156621,Male,25,Shoes,2,1200.34,Credit Card,11/1/2023,Mall of Istanbul
I253241,C846720,Male,27,Food & Beverage,1,5.23,Debit Card,8/4/2022,Emaar Square Mall
I687934,C640312,Female,20,Souvenir,1,11.73,Cash,14/01/2022,Cevahir AVM
I214983,C260145,Male,65,Books,3,45.45,Cash,30/04/2021,Istinye Park
I988030,C284369,Male,60,Clothing,3,900.24,Cash,18/09/2022,Metrocity
I758920,C319870,Female,64,Cosmetics,3,121.98,Cash,3/1/2023,Metrocity
I297017,C684790,Male,41,Clothing,4,1200.32,Cash,9/5/2022,Metrocity
I259860,C507924,Female,43,Clothing,4,1200.32,Debit Card,18/04/2021,Emaar Square Mall
I299990,C970083,Male,25,Food & Beverage,1,5.23,Credit Card,8/3/2021,Metropol AVM
I969309,C766974,Female,64,Clothing,4,1200.32,Debit Card,9/12/2021,Emaar Square Mall
I266000,C231188,Male,68,Souvenir,2,23.46,Debit Card,26/01/2021,Kanyon
I242412,C127573,Male,47,Shoes,5,3000.85,Cash,29/01/2023,Kanyon
I292292,C201147,Female,19,Clothing,1,300.08,Credit Card,10/12/2021,Cevahir AVM
I239064,C216817,Female,54,Souvenir,2,23.46,Cash,29/01/2023,Zorlu Center
I158908,C175569,Male,54,Clothing,2,600.16,Credit Card,29/04/2022,Mall of Istanbul
I193221,C176073,Male,38,Clothing,2,600.16,Debit Card,11/12/2021,Mall of Istanbul
I953937,C333325,Male,49,Cosmetics,5,203.3,Cash,16/09/2022,Mall of Istanbul
I774191,C902332,Male,56,Food & Beverage,4,20.92,Cash,29/04/2022,Zorlu Center
I191152,C186083,Male,40,Food & Beverage,1,5.23,Credit Card,23/11/2022,Metrocity
I637675,C194330,Male,56,Clothing,4,1200.32,Cash,28/06/2021,Kanyon
I318545,C231638,Female,19,Clothing,4,1200.32,Cash,15/09/2022,Mall of Istanbul
I917967,C318368,Male,49,Clothing,2,600.16,Credit Card,29/11/2021,Cevahir AVM
I971648,C460811,Male,21,Books,2,30.3,Cash,26/09/2022,Metrocity
I517867,C921165,Female,28,Clothing,4,1200.32,Cash,30/04/2021,Kanyon
I292546,C177946,Female,63,Food & Beverage,3,15.69,Debit Card,9/6/2022,Mall of Istanbul
I578527,C165199,Male,26,Toys,4,143.36,Cash,12/3/2021,Istinye Park
I304873,C176220,Male,26,Clothing,2,600.16,Debit Card,29/04/2021,Cevahir AVM
I534339,C768109,Male,63,Cosmetics,1,40.66,Credit Card,2/6/2021,Kanyon
I654265,C125165,Male,23,Shoes,3,1800.51,Cash,30/11/2021,Cevahir AVM
I132259,C281140,Male,24,Toys,1,35.84,Cash,15/04/2022,Kanyon
I648109,C229152,Female,50,Toys,1,35.84,Credit Card,15/02/2021,Metropol AVM
I252701,C170289,Male,34,Souvenir,4,46.92,Credit Card,8/6/2021,Mall of Istanbul
I241264,C136613,Female,34,Toys,2,71.68,Credit Card,2/5/2021,Metrocity
I482361,C245035,Male,65,Clothing,5,1500.4,Cash,27/06/2022,Viaport Outlet
I394596,C275963,Male,19,Souvenir,4,46.92,Cash,2/7/2022,Istinye Park
I714338,C172047,Female,58,Shoes,5,3000.85,Cash,6/7/2022,Forum Istanbul
I958963,C246939,Female,41,Clothing,2,600.16,Debit Card,18/04/2022,Mall of Istanbul
I319863,C101662,Female,46,Technology,3,3150.0,Cash,1/6/2022,Mall of Istanbul
I107412,C794841,Male,49,Clothing,3,900.24,Cash,9/6/2022,Metropol AVM
I173070,C692577,Female,37,Souvenir,3,35.19,Debit Card,18/11/2021,Kanyon
I134020,C112114,Female,49,Clothing,4,1200.32,Credit Card,31/01/2022,Kanyon
I319460,C897397,Female,27,Clothing,5,1500.4,Credit Card,28/11/2022,Cevahir AVM
I121191,C160423,Male,68,Food & Beverage,3,15.69,Debit Card,21/01/2021,Mall of Istanbul
I192099,C736570,Female,65,Cosmetics,2,81.32,Cash,13/02/2021,Mall of Istanbul
I120329,C298184,Female,40,Clothing,5,1500.4,Credit Card,18/07/2022,Forum Istanbul
I233975,C119151,Female,45,Cosmetics,2,81.32,Cash,19/07/2022,Kanyon
I255736,C216752,Female,69,Food & Beverage,3,15.69,Credit Card,27/06/2022,Mall of Istanbul
I322869,C282432,Female,25,Souvenir,3,35.19,Debit Card,14/01/2021,Metropol AVM
I247982,C765690,Female,52,Food & Beverage,5,26.15,Credit Card,8/4/2021,Mall of Istanbul
I324766,C270730,Female,35,Food & Beverage,5,26.15,Credit Card,30/10/2022,Istinye Park
I224574,C244898,Female,32,Souvenir,5,58.65,Credit Card,18/11/2021,Mall of Istanbul
I130799,C103944,Male,42,Clothing,3,900.24,Credit Card,30/06/2021,Metrocity
I271147,C296279,Female,27,Food & Beverage,4,20.92,Cash,28/01/2021,Metropol AVM
I191937,C297534,Male,41,Clothing,3,900.24,Cash,3/9/2022,Metrocity
I396160,C653027,Female,55,Books,5,75.75,Credit Card,9/10/2021,Metrocity
I429020,C843142,Male,30,Clothing,5,1500.4,Cash,20/11/2022,Mall of Istanbul
I253429,C291887,Male,55,Food & Beverage,1,5.23,Credit Card,10/6/2021,Kanyon
I147374,C193488,Female,32,Clothing,1,300.08,Debit Card,27/03/2022,Emaar Square Mall
I128703,C151996,Female,57,Food & Beverage,3,15.69,Credit Card,2/6/2021,Kanyon
I228290,C254454,Female,64,Clothing,5,1500.4,Credit Card,7/7/2021,Metrocity
I249601,C140199,Female,27,Clothing,4,1200.32,Debit Card,26/03/2022,Metropol AVM
I331661,C195920,Male,57,Food & Beverage,4,20.92,Cash,16/05/2022,Istinye Park
I115404,C300605,Female,53,Food & Beverage,4,20.92,Cash,10/5/2021,Istinye Park
I279736,C421044,Male,67,Cosmetics,3,121.98,Debit Card,1/1/2021,Metropol AVM
I239314,C309541,Female,29,Food & Beverage,3,15.69,Cash,11/12/2022,Kanyon
I237605,C253568,Female,66,Clothing,1,300.08,Credit Card,16/04/2021,Forum Istanbul
I114044,C749429,Female,59,Cosmetics,5,203.3,Credit Card,23/05/2022,Mall of Istanbul
I320941,C271205,Female,57,Clothing,5,1500.4,Cash,13/02/2021,Kanyon
I221583,C302107,Female,61,Clothing,4,1200.32,Debit Card,7/7/2022,Emaar Square Mall
I706798,C101651,Female,50,Cosmetics,4,162.64,Debit Card,16/12/2022,Kanyon
I121906,C318370,Male,51,Food & Beverage,5,26.15,Debit Card,8/1/2023,Metrocity
I136604,C152831,Male,51,Souvenir,2,23.46,Debit Card,29/05/2021,Mall of Istanbul
I899823,C333529,Female,35,Clothing,1,300.08,Debit Card,10/8/2021,Kanyon
I321336,C390895,Female,67,Books,3,45.45,Debit Card,27/03/2022,Mall of Istanbul
I701277,C170705,Female,40,Cosmetics,2,81.32,Cash,22/09/2022,Emaar Square Mall
I158150,C230240,Female,36,Cosmetics,3,121.98,Cash,23/12/2022,Mall of Istanbul
I223954,C394676,Female,32,Toys,2,71.68,Credit Card,5/2/2023,Istinye Park
I698113,C292697,Male,34,Cosmetics,1,40.66,Cash,5/2/2021,Emaar Square Mall
I111188,C522903,Female,44,Shoes,1,600.17,Credit Card,4/5/2022,Kanyon
I271506,C479421,Female,39,Souvenir,2,23.46,Cash,28/10/2022,Mall of Istanbul
I594735,C307353,Male,39,Cosmetics,3,121.98,Cash,14/01/2023,Mall of Istanbul
I197264,C780324,Male,37,Food & Beverage,4,20.92,Credit Card,24/06/2022,Zorlu Center
I520027,C283497,Male,57,Clothing,3,900.24,Cash,9/11/2021,Kanyon
I695718,C737055,Female,42,Cosmetics,3,121.98,Credit Card,31/08/2022,Mall of Istanbul
I166472,C182737,Female,34,Shoes,1,600.17,Cash,3/3/2022,Metrocity
I220151,C142854,Female,26,Books,2,30.3,Debit Card,11/6/2022,Mall of Istanbul
I172725,C183190,Female,69,Cosmetics,1,40.66,Cash,20/03/2021,Kanyon
I147309,C356763,Female,52,Clothing,4,1200.32,Debit Card,29/01/2023,Metropol AVM
I227704,C302709,Female,64,Clothing,4,1200.32,Debit Card,24/02/2022,Emaar Square Mall
I194037,C308343,Female,32,Clothing,2,600.16,Cash,3/6/2022,Istinye Park
I390473,C253092,Female,23,Clothing,2,600.16,Debit Card,27/04/2022,Mall of Istanbul
I285130,C329830,Male,61,Shoes,4,2400.68,Cash,28/05/2021,Forum Istanbul
I644498,C179452,Female,68,Clothing,5,1500.4,Credit Card,12/12/2022,Metropol AVM
I235827,C266339,Female,31,Cosmetics,5,203.3,Credit Card,10/6/2021,Forum Istanbul
I173845,C111189,Male,29,Souvenir,1,11.73,Credit Card,12/1/2021,Zorlu Center
I173881,C118485,Male,38,Cosmetics,5,203.3,Cash,3/4/2021,Metrocity
I860441,C226819,Female,64,Toys,2,71.68,Credit Card,13/12/2022,Metropol AVM
I373607,C570558,Male,36,Cosmetics,4,162.64,Cash,12/1/2023,Forum Istanbul
I404197,C218166,Female,22,Clothing,2,600.16,Debit Card,10/7/2022,Metrocity
I190025,C263312,Female,23,Clothing,2,600.16,Credit Card,3/1/2023,Mall of Istanbul
I707237,C884334,Male,50,Toys,1,35.84,Credit Card,20/04/2022,Mall of Istanbul
I316307,C301516,Female,33,Clothing,5,1500.4,Debit Card,16/07/2022,Zorlu Center
I166330,C183703,Female,60,Cosmetics,2,81.32,Cash,13/05/2022,Mall of Istanbul
I310814,C251446,Female,68,Cosmetics,4,162.64,Debit Card,17/03/2021,Mall of Istanbul
I385447,C141852,Female,34,Food & Beverage,1,5.23,Cash,28/03/2021,Forum Istanbul
I421271,C324170,Female,37,Food & Beverage,2,10.46,Cash,23/02/2023,Mall of Istanbul
I312692,C106061,Female,21,Clothing,3,900.24,Debit Card,28/09/2021,Mall of Istanbul
I242248,C459873,Male,45,Clothing,1,300.08,Cash,20/01/2021,Mall of Istanbul
I168467,C217327,Female,34,Shoes,2,1200.34,Debit Card,14/03/2021,Kanyon
I204595,C117880,Female,23,Clothing,2,600.16,Cash,22/03/2022,Mall of Istanbul
I185244,C312813,Female,55,Food & Beverage,5,26.15,Credit Card,25/10/2021,Kanyon
I448247,C313039,Female,32,Books,2,30.3,Credit Card,3/6/2022,Kanyon
I290836,C221265,Female,63,Clothing,1,300.08,Debit Card,19/08/2021,Kanyon
I703911,C180032,Male,63,Clothing,2,600.16,Cash,2/3/2022,Metrocity
I314294,C241836,Male,48,Clothing,2,600.16,Cash,5/7/2022,Metropol AVM
I254674,C187984,Female,67,Cosmetics,5,203.3,Credit Card,19/06/2022,Metrocity
I309813,C265568,Female,64,Food & Beverage,2,10.46,Credit Card,19/12/2021,Mall of Istanbul
I238379,C922496,Female,62,Clothing,2,600.16,Debit Card,31/12/2021,Mall of Istanbul
I320988,C282307,Female,69,Clothing,1,300.08,Cash,18/05/2021,Zorlu Center
I330462,C153055,Female,48,Cosmetics,5,203.3,Credit Card,11/8/2022,Mall of Istanbul
I158370,C265675,Female,34,Souvenir,5,58.65,Cash,11/3/2021,Istinye Park
I171086,C793816,Female,55,Clothing,2,600.16,Debit Card,11/3/2021,Metrocity
I311949,C763233,Female,30,Clothing,3,900.24,Credit Card,6/12/2022,Mall of Istanbul
I574140,C532443,Male,30,Cosmetics,5,203.3,Cash,12/3/2022,Metropol AVM
I285344,C745848,Male,34,Clothing,4,1200.32,Credit Card,1/2/2021,Mall of Istanbul
I272691,C181439,Male,45,Toys,1,35.84,Debit Card,18/06/2021,Metrocity
I107644,C136537,Male,29,Food & Beverage,3,15.69,Cash,20/11/2022,Metrocity
I149489,C139968,Female,38,Books,5,75.75,Credit Card,25/04/2021,Metrocity
I332411,C854541,Female,21,Toys,5,179.2,Cash,12/10/2021,Istinye Park
I284481,C953179,Female,54,Food & Beverage,5,26.15,Cash,20/04/2022,Metrocity
I301618,C266145,Male,42,Toys,5,179.2,Debit Card,9/11/2022,Mall of Istanbul
I640190,C311893,Male,31,Souvenir,1,11.73,Cash,13/03/2021,Kanyon
I309697,C410398,Male,46,Food & Beverage,2,10.46,Cash,29/09/2021,Metrocity
I334935,C173995,Male,18,Clothing,2,600.16,Credit Card,29/10/2021,Istinye Park
I255177,C313399,Female,56,Books,5,75.75,Cash,4/1/2023,Viaport Outlet
I274272,C237074,Male,58,Books,3,45.45,Debit Card,28/11/2022,Metropol AVM
I291058,C461713,Female,47,Cosmetics,2,81.32,Cash,25/01/2021,Mall of Istanbul
I160777,C626042,Female,43,Technology,4,4200.0,Cash,22/02/2022,Metrocity
I203980,C288566,Male,59,Food & Beverage,4,20.92,Credit Card,28/03/2022,Kanyon
I285290,C762269,Male,67,Souvenir,5,58.65,Debit Card,8/2/2023,Metrocity
I283187,C837424,Male,46,Clothing,1,300.08,Credit Card,29/05/2022,Kanyon
I118664,C185851,Female,60,Toys,5,179.2,Cash,19/02/2022,Mall of Istanbul
I328932,C106887,Female,45,Clothing,3,900.24,Cash,9/4/2021,Metrocity
I719925,C163384,Female,65,Clothing,1,300.08,Credit Card,15/10/2021,Istinye Park
I197591,C102286,Male,68,Clothing,5,1500.4,Debit Card,26/04/2021,Istinye Park
I233187,C157179,Male,31,Food & Beverage,4,20.92,Credit Card,6/10/2022,Metropol AVM
I546033,C296067,Female,31,Clothing,4,1200.32,Debit Card,27/02/2023,Kanyon
I160175,C325583,Male,54,Clothing,1,300.08,Cash,20/08/2021,Metropol AVM
I618492,C236891,Female,31,Clothing,1,300.08,Cash,28/07/2021,Cevahir AVM
I259434,C400659,Female,64,Books,2,30.3,Cash,28/05/2022,Metrocity
I908909,C150285,Female,40,Books,5,75.75,Credit Card,16/07/2021,Istinye Park
I109232,C278709,Male,42,Shoes,5,3000.85,Credit Card,1/3/2022,Metrocity
I131426,C115172,Female,24,Shoes,4,2400.68,Credit Card,15/07/2022,Metropol AVM
I135257,C148534,Female,21,Cosmetics,4,162.64,Debit Card,4/1/2021,Mall of Istanbul
I331219,C269464,Female,30,Clothing,2,600.16,Cash,17/01/2021,Forum Istanbul
I301949,C120523,Female,42,Cosmetics,5,203.3,Debit Card,22/02/2021,Forum Istanbul
I177011,C306181,Female,67,Clothing,3,900.24,Debit Card,13/06/2021,Mall of Istanbul
I148329,C298541,Female,66,Cosmetics,5,203.3,Cash,26/02/2022,Mall of Istanbul
I137747,C289791,Female,41,Toys,5,179.2,Credit Card,6/11/2021,Viaport Outlet
I237482,C160631,Male,49,Technology,2,2100.0,Debit Card,26/02/2022,Istinye Park
I210201,C295887,Male,29,Clothing,5,1500.4,Debit Card,6/12/2021,Istinye Park
I335389,C226787,Female,43,Shoes,2,1200.34,Credit Card,20/07/2021,Kanyon
I187716,C170093,Female,53,Cosmetics,4,162.64,Cash,29/11/2022,Mall of Istanbul
I185295,C221149,Male,35,Clothing,3,900.24,Cash,25/06/2021,Kanyon
I528799,C223131,Female,18,Clothing,3,900.24,Cash,28/08/2022,Metropol AVM
I187543,C143990,Male,38,Books,2,30.3,Cash,22/02/2023,Kanyon
I248625,C101225,Female,38,Shoes,2,1200.34,Credit Card,25/10/2022,Mall of Istanbul
I198725,C132148,Male,49,Food & Beverage,2,10.46,Cash,23/02/2023,Kanyon
I292656,C140451,Female,23,Clothing,4,1200.32,Cash,18/06/2022,Mall of Istanbul
I243854,C273388,Male,61,Toys,1,35.84,Debit Card,13/08/2021,Istinye Park
I218856,C340009,Male,36,Clothing,1,300.08,Credit Card,15/02/2023,Kanyon
I434025,C233258,Male,64,Food & Beverage,2,10.46,Cash,1/3/2023,Kanyon
I215762,C855735,Male,49,Clothing,4,1200.32,Cash,19/01/2021,Kanyon
I234576,C501244,Female,21,Cosmetics,5,203.3,Credit Card,30/10/2021,Metrocity
I897278,C154012,Male,58,Books,2,30.3,Credit Card,18/08/2021,Metrocity
I251593,C452842,Female,34,Clothing,1,300.08,Debit Card,28/09/2021,Kanyon
I165242,C226002,Female,66,Clothing,4,1200.32,Cash,6/9/2021,Kanyon
I850912,C375304,Female,63,Toys,3,107.52,Credit Card,30/05/2021,Kanyon
I230607,C195251,Female,32,Clothing,1,300.08,Debit Card,5/7/2021,Mall of Istanbul
I177670,C451016,Female,60,Clothing,2,600.16,Debit Card,10/2/2023,Metrocity
I152072,C279948,Female,54,Souvenir,2,23.46,Credit Card,31/05/2021,Kanyon
I134112,C326392,Female,60,Food & Beverage,4,20.92,Cash,26/08/2021,Metrocity
I334797,C185729,Male,64,Books,5,75.75,Cash,5/10/2021,Kanyon
I279334,C311876,Female,35,Clothing,2,600.16,Debit Card,28/07/2022,Mall of Istanbul
I284302,C808276,Male,31,Souvenir,5,58.65,Cash,27/08/2022,Mall of Istanbul
I271197,C760964,Female,21,Cosmetics,5,203.3,Cash,24/05/2022,Zorlu Center
I203663,C944530,Male,30,Clothing,5,1500.4,Credit Card,5/7/2022,Metrocity
I279465,C125499,Female,59,Food & Beverage,2,10.46,Credit Card,18/04/2021,Cevahir AVM
I222382,C760993,Male,35,Toys,1,35.84,Cash,2/4/2021,Istinye Park
